"file_name","ankle_left_avg_height","ankle_right_avg_height","pelvis_avg_height","solar_plexus_avg_height","wrist_left_avg_height","wrist_right_avg_height","ankle_left_sd_height","ankle_right_sd_height","pelvis_sd_height","solar_plexus_sd_height","wrist_left_sd_height","wrist_right_sd_height","ankle_left_min_height","ankle_right_min_height","pelvis_min_height","solar_plexus_min_height","wrist_left_min_height","wrist_right_min_height","ankle_left_max_height","ankle_right_max_height","pelvis_max_height","solar_plexus_max_height","wrist_left_max_height","wrist_right_max_height","pelvis_avg_distance_moved","pelvis_sd_distance_moved","pelvis_min_distance_moved","pelvis_max_distance_moved","ankle_left_avg_velocity_magnitude","ankle_right_avg_velocity_magnitude","pelvis_avg_velocity_magnitude","solar_plexus_avg_velocity_magnitude","wrist_left_avg_velocity_magnitude","wrist_right_avg_velocity_magnitude","ankle_left_sd_velocity_magnitude","ankle_right_sd_velocity_magnitude","pelvis_sd_velocity_magnitude","solar_plexus_sd_velocity_magnitude","wrist_left_sd_velocity_magnitude","wrist_right_sd_velocity_magnitude","ankle_left_min_velocity_magnitude","ankle_right_min_velocity_magnitude","pelvis_min_velocity_magnitude","solar_plexus_min_velocity_magnitude","wrist_left_min_velocity_magnitude","wrist_right_min_velocity_magnitude","ankle_left_max_velocity_magnitude","ankle_right_max_velocity_magnitude","pelvis_max_velocity_magnitude","solar_plexus_max_velocity_magnitude","wrist_left_max_velocity_magnitude","wrist_right_max_velocity_magnitude","ankle_left_avg_acceleration_magnitude","ankle_right_avg_acceleration_magnitude","pelvis_avg_acceleration_magnitude","solar_plexus_avg_acceleration_magnitude","wrist_left_avg_acceleration_magnitude","wrist_right_avg_acceleration_magnitude","ankle_left_sd_acceleration_magnitude","ankle_right_sd_acceleration_magnitude","pelvis_sd_acceleration_magnitude","solar_plexus_sd_acceleration_magnitude","wrist_left_sd_acceleration_magnitude","wrist_right_sd_acceleration_magnitude","ankle_left_min_acceleration_magnitude","ankle_right_min_acceleration_magnitude","pelvis_min_acceleration_magnitude","solar_plexus_min_acceleration_magnitude","wrist_left_min_acceleration_magnitude","wrist_right_min_acceleration_magnitude","ankle_left_max_acceleration_magnitude","ankle_right_max_acceleration_magnitude","pelvis_max_acceleration_magnitude","solar_plexus_max_acceleration_magnitude","wrist_left_max_acceleration_magnitude","wrist_right_max_acceleration_magnitude"
"output_17",-0.857442554848438,-0.859448522583328,0,0.301613377714106,-0.0138532134892147,0.0613942643224366,0.0383393969320524,0.0350915641475347,0,0.0474496581519341,0.131643741357733,0.0822028678051474,-0.895431935787201,-0.894769906997681,0,0.0787337124347687,-0.509947240352631,-0.0623713918030262,-0.698599696159363,-0.71135401725769,0,0.326777160167694,0.17641282081604,0.365608423948288,0,0,0,0,0.00433970929319605,0.00408109333875386,0,0.00331519987072432,0.0108115269260968,0.0089889997820266,0.00324846251576056,0.0027326535228068,0,0.00350869063014641,0.00966760582234207,0.00596982646719525,0.000178512897571994,0.000103156609725417,0,0.000160120684674289,0.000512256782296831,0.000453681826780121,0.0264701386009471,0.0158579199543171,0,0.0310711122272329,0.149880142811358,0.0759790206952706,0.00208210766427647,0.00197107444772221,0,0.00148324114429591,0.00314899960471113,0.00319279046002369,0.00141519550358692,0.00102109907748715,0,0.00092664156657203,0.00338014924143099,0.00256261693991872,0.000119737195702981,9.77064404026895e-05,0,8.72450713254299e-05,0.000183010951228616,0.000262198996920405,0.0121721979678515,0.00778760257417943,0,0.0152844138400623,0.0688248763242241,0.0442857210998458
"output_18",-0.740057756235314,-0.794236339713362,0,0.315993672109802,0.142341729424185,0.264646249844438,0.159474654835274,0.0960572177708607,0,0.00506536673810655,0.10164800659513,0.160466489488384,-0.891375601291656,-0.895015895366669,0,0.298573344945908,-0.0348997265100479,-0.0198832992464304,-0.279171735048294,-0.616903901100159,0,0.328437745571136,0.518521547317505,0.513411223888397,0,0,0,0,0.00959270752634748,0.00989419167786363,0,0.00246859038904439,0.0149549664366536,0.0149887003245176,0.007790981359549,0.0113855564051287,0,0.00189483818727057,0.0143922024270997,0.0143089524510431,0.000366204838074571,0.000414289789680082,0,0.00015308698959729,0.000115945187412005,0.00011032374656316,0.0498232872885569,0.109923077804974,0,0.0118448305869982,0.187004536447563,0.113358827215366,0.00438408230642346,0.00421834712354483,0,0.00177489432068259,0.00467270302850254,0.00480862914557556,0.00254573536590378,0.00329287585272055,0,0.000727881980731045,0.00569512238431412,0.00420276112002459,0.000214433937945362,0.000328866630979827,0,0.000213077704373051,0.000184948773070339,0.000362483574308009,0.0248993545905402,0.0311345565902787,0,0.00491273285825696,0.113276798406558,0.0698328068801716
"output_19",-0.881362334063107,-0.873290956189687,0,0.316094498488713,0.265637596562475,0.10461584289971,0.0104953710304317,0.0199632308256561,0,0.00676502130133641,0.237190282920118,0.0726140733581199,-0.901504814624786,-0.898602187633514,0,0.298090219497681,-0.0375699996948242,-0.0614836663007736,-0.845499336719513,-0.803902745246887,0,0.339081168174744,0.654292345046997,0.294198751449585,0,0,0,0,0.00461921373197448,0.00541773560626785,0,0.00184460935836452,0.0112703403665588,0.00858103459390855,0.00406387206847642,0.00549802785522119,0,0.00131528835528507,0.0107395431373586,0.00744219209119614,0.000230927708499555,0.000289732533168694,0,0.00018014513064473,0.00068795801663294,0.000188722458224991,0.0494904330303956,0.0399694354127029,0,0.0157303333167026,0.0802886013576728,0.0506849553422919,0.00231411133983164,0.00265332893912784,0,0.00146180174646849,0.00371519686244002,0.00348333337152619,0.00178280770708078,0.00189952504814732,0,0.000783605534119142,0.00316367006225323,0.00261285447225423,0.000120607506865837,0.000227655593124353,0,0.00014171660147692,0.000318097676344454,0.000279842658115808,0.0286173309609048,0.0190989752339953,0,0.00693114520208918,0.0518380767017491,0.029627746765634
"output_2",-0.863657092760233,-0.872212548570877,0,0.3181117256172,0.0727433510156433,0.111388086690898,0.0344442298391534,0.0214448287715593,0,0.00615265293262778,0.0581761771217339,0.126486212758376,-0.914074778556824,-0.920656204223633,0,0.280889213085175,-0.0890384465456009,-0.0628105700016022,-0.668792247772217,-0.762863337993622,0,0.325075507164001,0.209244728088379,0.686637759208679,0,0,0,0,0.00539063409436396,0.00490023945674474,0,0.00234405180507755,0.00990245152730595,0.0110865154811057,0.00841707063243946,0.00622207391656573,0,0.00255848939480192,0.0106418655745147,0.0118454921107192,0.000245639977785385,0.000259998740508604,0,0.000108344339801014,0.00022406495503325,0.000395455753210806,0.074453647183543,0.0415553141110528,0,0.018699974145549,0.0868383376528426,0.0721643230125103,0.00229183096503301,0.00221179916414478,0,0.00158945239902371,0.00352107685751796,0.00333454850464588,0.00231805627871732,0.00165598608155832,0,0.000980057674695457,0.00288840898347247,0.00301850890371138,8.80625788550239e-05,6.7859680297866e-05,0,0.000230812338151819,0.000113543320460846,0.000137422651448919,0.0259258837630624,0.0127458160857714,0,0.0134185151166653,0.0466316180975407,0.0399076276888818
"output_20",-0.720530218042602,-0.754389369373464,0,0.305570738453587,0.212576623500685,0.229425578887458,0.235189406538642,0.191237756468062,0,0.0223326231712438,0.17993871416235,0.136720688761093,-0.905413150787354,-0.8860102891922,0,0.22515381872654,-0.0381095670163631,-0.0531239733099937,-0.108525834977627,-0.197397202253342,0,0.327569603919983,0.907006978988647,0.640770077705383,0,0,0,0,0.0122672615683845,0.0118452093293774,0,0.00496319791610332,0.0200388162870782,0.0195657509102644,0.00997213372016015,0.0075425971733618,0,0.00342974034101925,0.0143107695006764,0.0124499155855905,0.000556317804195101,0.000610659271396335,0,0.000377821043041621,0.00118838649265477,0.000580563075920387,0.0717273654452,0.041504225180674,0,0.0166484578957885,0.163133039861796,0.0847850328353903,0.00428499121593946,0.0043229089098865,0,0.00203776295342009,0.00563692994844163,0.00558633014457657,0.00329781907362586,0.00248594262571673,0,0.00101828197341584,0.00525082183928744,0.0030120141123183,0.000549917994018965,0.000382542791629754,0,0.000167189327345511,0.000408653225449862,0.000461703470997709,0.0496118239956788,0.0230570215635803,0,0.0100831508626214,0.0964798977447979,0.0283099697782325
"output_21",-0.712028774305839,-0.69276424484666,0,0.284018556862561,0.309244708072087,0.282502455545413,0.149591714721217,0.208930002185579,0,0.0386073042979107,0.229970945575539,0.268083879533522,-0.885192096233368,-0.878645896911621,0,0.137522906064987,-0.0973089933395386,-0.247563987970352,-0.437469750642776,-0.301370173692703,0,0.322334855794907,0.866013169288635,0.949289321899414,0,0,0,0,0.0123140158868231,0.0120750512481385,0,0.00679227419998631,0.0251438021515565,0.0300556528610087,0.0100013997343222,0.0128319123420196,0,0.00539472301824319,0.0156892321266846,0.0181453796429541,0.000652800201163479,0.000733726855512684,0,0.000518068608115042,0.00185160989852173,0.0020777585361793,0.111937627390391,0.123601719248102,0,0.0394024109662358,0.108777154383937,0.106892172158634,0.00496008534985264,0.00531383303262291,0,0.00257323636111282,0.00684021984617794,0.0070035086948793,0.00418969521182073,0.0046187990564114,0,0.00162201819703457,0.0050334106227907,0.00464457234153099,0.000375467001480969,0.000420796791341415,0,0.000373388992312462,0.000672655237171333,0.000420605920480971,0.0712642831985474,0.0531611511154346,0,0.0252549600023467,0.0757759254361039,0.0550503210653549
"output_22",-0.878597762943669,-0.876272688789124,0,0.318145881491629,0.113021348884848,0.167421218029962,0.011253182308119,0.0160855447606764,0,0.0047809179179938,0.101765855463296,0.0871190917267844,-0.913865089416504,-0.922849178314209,0,0.308864265680313,-0.0664612203836441,-0.0332841277122498,-0.830120205879211,-0.8125901222229,0,0.331238985061646,0.366743087768555,0.345095604658127,0,0,0,0,0.00299599256925152,0.00442784746388864,0,0.00180301995962018,0.00700732809611447,0.00697224293820157,0.0029624502801162,0.00522011764865808,0,0.00140044062730952,0.00611134935563914,0.00710998547374216,0.000182145604812236,0.000227121480084805,0,6.1075953752519e-05,0.000550433678499018,0.000234448904095913,0.0300123365234392,0.0561093459954072,0,0.0162702330891454,0.0798984691781515,0.101442674327073,0.00189558777965479,0.00234861786343031,0,0.00175742539973098,0.00312068600128748,0.00278824865601732,0.00118626484021052,0.00183739536884611,0,0.000674515744139501,0.00298142841230887,0.0030027197118251,0.000148868062493824,0.000271512597209007,0,0.000255255973253323,0.00022991041532281,0.000162208524248717,0.0131221804725743,0.0189097470846608,0,0.00716047195840459,0.0558884354065009,0.0556676619688779
"output_23",-0.83119723691859,-0.835210716859861,0,0.286303483507998,0.283059254190779,0.258670702571015,0.0483522584471083,0.0498737410258793,0,0.0812346965556638,0.337781196519007,0.297356882850196,-0.911132037639618,-0.89554750919342,0,-0.0167823955416679,-0.613265514373779,-0.565297722816467,-0.653935432434082,-0.640901744365692,0,0.341569632291794,1.07065689563751,1.04900431632996,0,0,0,0,0.00794811718695598,0.00722595381093162,0,0.00635028042401916,0.0229815098035343,0.0245498734972051,0.00549920844038879,0.00473439180823686,0,0.00718373714455747,0.0205386375072474,0.0228809791850545,0.000306478430181501,0.000530019724142558,0,0.000298186699496008,0.0006330847057802,0.00137066598820951,0.0463676019006855,0.0270883269181841,0,0.0364497897248086,0.167434587983643,0.129880369907864,0.00286911607531209,0.00267899851742428,0,0.0023248627779512,0.00570100645253501,0.00620968732391421,0.00173821343744304,0.001399969957456,0,0.00145247723222307,0.00492426214751873,0.00460062394412473,0.000311767529574645,0.000122532774014154,0,0.00025549820166744,0.000486818516297671,0.000469322317508245,0.0260988409677169,0.0139101346906764,0,0.0164638645364617,0.0813779682413237,0.0509573835905665
"output_24",-0.806326038839125,-0.821046925488521,0,0.300767679952762,0.350579539442233,0.219005408639615,0.136050229923531,0.104774826049697,0,0.0286565073223788,0.369375754020148,0.209154718800858,-0.904426991939545,-0.90149450302124,0,0.199811771512032,-0.0720929205417633,-0.086247593164444,-0.432555258274078,-0.521202802658081,0,0.327946454286575,1.15318942070007,0.887342751026154,0,0,0,0,0.00923317774432416,0.00866790958384492,0,0.00380659370358587,0.01892837699564,0.0183226627165298,0.00806909469545815,0.00813639136855452,0,0.00332703177532624,0.0174342187505783,0.0143583769641784,0.00047679661624079,0.000176185566318785,0,0.000258410868272804,0.00109505681089864,0.000413419418111713,0.0552921715136037,0.0694599648173794,0,0.0258378370511666,0.117778101929438,0.0851056541453832,0.00405807465556447,0.00379201646691632,0,0.00210366605527537,0.00567962816126712,0.00552139099487725,0.00283784010120823,0.00256708266110361,0,0.00104199300147347,0.00408051554086995,0.00362365306088373,0.000294233174265023,0.000249431427984781,0,0.000204054469389541,0.000153073689687302,0.0001367338136899,0.0406202342214862,0.0375418764850738,0,0.00809189111003602,0.0415099100391327,0.0420689674704507
"output_25",-0.697190867758102,-0.705582645827565,0,0.28574616517025,0.334029253551059,0.255352926832777,0.195948704475687,0.197259955695932,0,0.021356861541254,0.144322176801715,0.251533814236707,-0.874738276004791,-0.894584000110626,0,0.23929238319397,0.0749074667692184,-0.169916659593582,-0.237474545836449,-0.249963268637657,0,0.32065686583519,0.66115927696228,0.710504055023193,0,0,0,0,0.00888991127926107,0.0104475799546635,0,0.00332907056937688,0.0142734908407377,0.0147142908416301,0.00747874284632385,0.0112878176287629,0,0.00306144069051337,0.0111764685226528,0.0139620646209287,0.000909429666554392,0.00067113596772816,0,0.000258617734051249,0.000334028595983308,0.00115508664798409,0.0757985442963454,0.125328740211826,0,0.0310002254465801,0.100557773273745,0.137490830629894,0.00445966764973472,0.00476984255693619,0,0.00194010469458816,0.00497049893331725,0.00548248805439053,0.00282445089888837,0.00380800830765744,0,0.00114429468070067,0.00361029538292018,0.00380709111005877,0.000239331381374706,0.000551430992047534,0,0.000200074750096929,0.000535710625408982,0.00041090773614665,0.029488859995328,0.0450446199530192,0,0.0151978556412277,0.0472476377980752,0.0364079269613455
