"file_name","music","ankle_left_avg_height","ankle_right_avg_height","pelvis_avg_height","solar_plexus_avg_height","wrist_left_avg_height","wrist_right_avg_height","ankle_left_sd_height","ankle_right_sd_height","pelvis_sd_height","solar_plexus_sd_height","wrist_left_sd_height","wrist_right_sd_height","ankle_left_min_height","ankle_right_min_height","pelvis_min_height","solar_plexus_min_height","wrist_left_min_height","wrist_right_min_height","ankle_left_max_height","ankle_right_max_height","pelvis_max_height","solar_plexus_max_height","wrist_left_max_height","wrist_right_max_height","pelvis_avg_distance_moved","pelvis_sd_distance_moved","pelvis_min_distance_moved","pelvis_max_distance_moved","ankle_left_avg_velocity_magnitude","ankle_right_avg_velocity_magnitude","pelvis_avg_velocity_magnitude","solar_plexus_avg_velocity_magnitude","wrist_left_avg_velocity_magnitude","wrist_right_avg_velocity_magnitude","ankle_left_sd_velocity_magnitude","ankle_right_sd_velocity_magnitude","pelvis_sd_velocity_magnitude","solar_plexus_sd_velocity_magnitude","wrist_left_sd_velocity_magnitude","wrist_right_sd_velocity_magnitude","ankle_left_min_velocity_magnitude","ankle_right_min_velocity_magnitude","pelvis_min_velocity_magnitude","solar_plexus_min_velocity_magnitude","wrist_left_min_velocity_magnitude","wrist_right_min_velocity_magnitude","ankle_left_max_velocity_magnitude","ankle_right_max_velocity_magnitude","pelvis_max_velocity_magnitude","solar_plexus_max_velocity_magnitude","wrist_left_max_velocity_magnitude","wrist_right_max_velocity_magnitude","ankle_left_avg_acceleration_magnitude","ankle_right_avg_acceleration_magnitude","pelvis_avg_acceleration_magnitude","solar_plexus_avg_acceleration_magnitude","wrist_left_avg_acceleration_magnitude","wrist_right_avg_acceleration_magnitude","ankle_left_sd_acceleration_magnitude","ankle_right_sd_acceleration_magnitude","pelvis_sd_acceleration_magnitude","solar_plexus_sd_acceleration_magnitude","wrist_left_sd_acceleration_magnitude","wrist_right_sd_acceleration_magnitude","ankle_left_min_acceleration_magnitude","ankle_right_min_acceleration_magnitude","pelvis_min_acceleration_magnitude","solar_plexus_min_acceleration_magnitude","wrist_left_min_acceleration_magnitude","wrist_right_min_acceleration_magnitude","ankle_left_max_acceleration_magnitude","ankle_right_max_acceleration_magnitude","pelvis_max_acceleration_magnitude","solar_plexus_max_acceleration_magnitude","wrist_left_max_acceleration_magnitude","wrist_right_max_acceleration_magnitude"
"dance_data_1_corrected","mBR0",-1.01197427333192,-1.00586085674246,-0.358357802494965,-0.0936082199018072,-0.154039728265686,-0.191220270659347,0.250294273345807,0.250075971851344,0.273863774776804,0.292623148383729,0.551156755901731,0.416232528797363,-1.42825651168823,-1.45115911960602,-0.718100011348724,-0.523238241672516,-0.980420112609863,-1.03470158576965,-0.372133612632751,-0.380760192871094,0.00599609315395355,0.298924654722214,1.03079497814178,0.988334715366364,0.00459552361117917,0.00498854615277588,0.00015632682948584,0.0752926643225876,0.0102995460598813,0.0105172520349101,0.00459552361117917,0.00672698901360015,0.0295171245500212,0.0277048114415472,0.0134713103543467,0.0124116684149449,0.00498854615277588,0.00656042630871731,0.0248861575702801,0.0291229188333167,0.000306366861285236,9.85593421600125e-05,0.00015632682948584,0.000188678582620357,0.000296683502457488,0.000448161682896242,0.195234616603288,0.114590105958215,0.0752926643225876,0.116195869098242,0.180780586751473,0.40964075079191,0.00388504548499101,0.00381019249100766,0.00128473119087578,0.00219387160678079,0.00835344808375126,0.00802530609443728,0.0114363762223646,0.00719333949720965,0.00465430828510556,0.00563596056982353,0.00898097750046255,0.0163074139856571,0.000203050300109522,0.000236180417884749,4.74145495379605e-05,8.39017426840531e-05,0.00020534163513432,0.000336965876698279,0.23895076016069,0.15795175907135,0.103725739161677,0.130358493342515,0.149613437172686,0.321418391649888
"dance_data_1_corrected","mHO0",-0.917267620827244,-0.92202382725952,-0.0652504142340831,0.236795870933385,0.316783037976222,0.19633626601601,0.0376238863582202,0.0378062739730836,0.0360461919323433,0.0333048021324035,0.189084776858251,0.152271442841778,-0.983987092971802,-0.986849188804626,-0.128656178712845,0.16242715716362,-0.0208756327629089,-0.0689831972122192,-0.814018487930298,-0.849980354309082,0.0172823965549469,0.336659491062164,0.895011067390442,0.528513848781586,0.00473535921034378,0.00382691400422393,0.00010856211739697,0.0187808396707889,0.00872644014850908,0.00797519662164619,0.00473535921034378,0.00844372373468157,0.0318427210794178,0.0310485707694569,0.00942068772592633,0.00783107730115286,0.00382691400422393,0.00589415065411653,0.0258389842542883,0.0275942012455965,0.00031280806778357,0.000122895807461077,0.00010856211739697,0.000211221379667161,0.000308965769453531,0.000450074155728929,0.0509643662792883,0.0414240212121133,0.0187808396707889,0.0256510402459138,0.130246759027036,0.124287856069737,0.0028720242455892,0.00280335631819432,0.00133549977862918,0.00223112647372099,0.0076321660532554,0.00691147107792707,0.001842568847583,0.00184804307944804,0.000963504000347618,0.001368522915946,0.0052074762441884,0.00537575747396186,0.000206256974626791,0.000177075334412248,5.7109877516077e-05,0.000122462530443167,0.000197600242054093,0.000328423852894365,0.0136403106832311,0.0196248600410345,0.00587581996534528,0.00741202886996678,0.0314877487684375,0.0283826544164598
"dance_data_1_corrected","mJS0",-0.915673720493781,-0.924716925133119,-0.100391454747425,0.199340137957999,0.124933307545374,0.0180512596399775,0.0518642744250722,0.058740430075885,0.0660104527954983,0.074072889224918,0.315054231178531,0.199982454458557,-0.986371874809265,-1.01714968681335,-0.258071273565292,-0.0268271267414093,-0.269442617893219,-0.246293216943741,-0.659216403961182,-0.735719561576843,0.00599530339241028,0.300514429807663,0.915886878967285,0.805186927318573,0.00293982526041337,0.00347921845312751,0.000177741014647858,0.0169286766736872,0.00512448337518424,0.00633983191489722,0.00293982526041337,0.00446828508871308,0.0203570879729422,0.0147315667694557,0.00559671712308408,0.0089700212506746,0.00347921845312751,0.00372921597818245,0.0172669252826414,0.0153217995655796,0.000231076730357866,0.000104399241095385,0.000177741014647858,0.000147390256047362,0.000299527004642524,0.000443079354786645,0.033897420581359,0.0594695242484697,0.0169286766736872,0.018294009743327,0.0768303706065392,0.0899970797006145,0.0019930396701931,0.00220575027925812,0.000638965536348788,0.00111956205670018,0.00480209047880229,0.00406549092228817,0.00128518591438901,0.00185965962453914,0.000461628705706421,0.000750438134405443,0.00343081841114013,0.00332162194726501,7.13713920216272e-05,0.000206527445168807,5.28010194079405e-05,7.87244839962175e-05,0.000204484390962543,0.000293264968801186,0.00935945621112779,0.0196248600410345,0.00333065243676285,0.00617656763888937,0.0221974467900507,0.026908542643265
"dance_data_1_corrected","mKR0",-0.849622383186248,-0.865720380855872,-0.0600908219781332,0.234952519194478,0.221715404808653,0.119306608235084,0.103606885466666,0.0836136902212551,0.07007453790263,0.0717678870177507,0.336174385649499,0.258336167130834,-0.956755518913269,-0.9669269323349,-0.253346771001816,0.058061271905899,-0.327300190925598,-0.398872971534729,-0.387232661247253,-0.378485858440399,0.153120458126068,0.457969129085541,1.07031798362732,1.04636406898499,0.00712925521069144,0.0059692187694667,0.00011634826970279,0.0273368510923535,0.0125944705999126,0.0107326318890905,0.00712925521069144,0.00989492689443934,0.0403398425781865,0.0370358787015038,0.0146955261584123,0.0121355790270144,0.0059692187694667,0.0068362118474888,0.0304946153978736,0.0325549133031321,0.00030893094287101,0.000158517091092485,0.00011634826970279,0.000258506717857174,0.000296704436218563,0.00045442688723377,0.0789337729036507,0.091812250614609,0.0273368510923535,0.0448914161493977,0.167866819479832,0.160936123897216,0.00401214867286334,0.00370724601785264,0.00172352025891702,0.00259975046859443,0.0102854066043351,0.0100141538357213,0.00370389842525917,0.00395562662161439,0.00136140021216871,0.0019281540222714,0.00815362291967076,0.0086600869638922,6.3546031612146e-05,0.000185253298164708,5.7109877516077e-05,0.000129846034730611,0.00020534163513432,0.000333629535509181,0.0493037594418678,0.0589087131309596,0.0146418276999018,0.0232369991764426,0.0534780385492377,0.0763032905683936
"dance_data_1_corrected","mLH0",-0.852834216788807,-0.849924793087803,-0.063906078235106,0.23603093251586,0.335617290859201,0.205415220074027,0.0629352142923255,0.0561203109246404,0.119756990967204,0.124660201665903,0.363376808637837,0.285290369611358,-0.947696447372437,-0.941327095031738,-0.487607359886169,-0.211248755455017,-0.391000926494598,-0.313149392604828,-0.421539604663849,-0.47015380859375,0.038058266043663,0.343741834163666,0.989303886890411,0.914668321609497,0.00425976069311757,0.00404492261206729,7.38207048543496e-05,0.0234809867976547,0.00749372190365023,0.00849161131923454,0.00425976069311757,0.00674560147385652,0.0315098635628271,0.0266168961440817,0.00957619917868966,0.00923926004865722,0.00404492261206729,0.00449835290125905,0.0233636905057949,0.0225416684115094,0.000312408079870639,0.000149311177320473,7.38207048543496e-05,0.000157246190063247,0.000311060911879894,0.000445172674797804,0.0717980099319745,0.0529157055070062,0.0234809867976547,0.0220249579371799,0.100261231407131,0.108971024295021,0.00277723860759665,0.0028985203486912,0.000983998626992295,0.00172124878140455,0.00800884598706745,0.00684088588849373,0.00208040547135134,0.00227147497600419,0.000644834038232556,0.00101506441110465,0.00562285970551865,0.00527841987222557,6.70923326557979e-05,0.000159856329910348,5.7109877516077e-05,0.000123388618751881,0.000201529666958633,0.00029610090959198,0.0150155041954239,0.0196248600410345,0.00358692534736622,0.00662103576039663,0.0327378550621403,0.0370312598068615
"dance_data_1_corrected","mLO0",-0.899862511231836,-0.890743152493924,-0.0574556556324253,0.243560270876088,0.298881685550827,0.116078505523305,0.0338001467777915,0.0558628238395699,0.0306865764963442,0.0243891668890839,0.337240343607984,0.241640397573158,-0.970676422119141,-0.978485107421875,-0.188565790653229,0.126179978251457,-0.260774075984955,-0.212465107440948,-0.764165997505188,-0.60713267326355,0.00599534809589386,0.285156488418579,0.96362292766571,0.895044565200806,0.00398423110125921,0.00338582660532596,0.00011876126402667,0.0180999750941912,0.0091247145632051,0.00948404228544093,0.00398423110125921,0.00665202018633865,0.0345884169476106,0.0263631411033249,0.0105281881924075,0.0107313464534121,0.00338582660532596,0.00440224839076313,0.0253868356875075,0.0228992571037509,0.000310317071474227,0.000136531573118934,0.00011876126402667,0.000182847744698736,0.00030689103151742,0.000386937706715011,0.0593647102984753,0.0547951581245593,0.0180999750941912,0.0215776986062848,0.128929872814311,0.109448668906841,0.00305341152910944,0.00300835584602337,0.00115413236145291,0.00184338029241984,0.00909235959127678,0.00730509678191893,0.00233465437502792,0.00234596796908576,0.000770700799696029,0.00112247717427777,0.00680934287031949,0.00588455078052631,0.000200904408997962,0.000188375566915158,5.7109877516077e-05,7.31881814386651e-05,0.000202874984823823,0.000240412128099701,0.0149560405758565,0.0246422852645941,0.00502474350818702,0.00839474741815372,0.041236730859876,0.0372872681602542
"dance_data_1_corrected","mMH0",-0.831658597409197,-0.848358840409633,-0.0417725649143082,0.250757599900584,0.157895565057683,0.0738759547290679,0.095607971652546,0.0880944899666359,0.0529814030710628,0.0566734077907778,0.286726256490362,0.155469504333184,-0.967750787734985,-0.97179365158081,-0.227818250656128,0.0422864258289337,-0.289162397384644,-0.347667455673218,-0.430733382701874,-0.461496531963348,0.123221933841705,0.438801139593124,0.98890608549118,0.586014986038208,0.0075335405330519,0.00664698475713563,9.87568196354545e-05,0.0276779425360774,0.0190503739124595,0.0185992374459013,0.0075335405330519,0.00905471876639818,0.0346265584036359,0.0336667782493709,0.0200610172331583,0.0189115446465535,0.00664698475713563,0.00675507759672546,0.0339511438909853,0.0336272099667701,0.000305953374533625,0.000199581394147544,9.87568196354545e-05,0.00013571294648735,0.000290563164840674,0.000447774218814979,0.0963077026784054,0.0943474894198004,0.0276779425360774,0.0365733114205765,0.540661762986332,0.50138493991219,0.00553019860189136,0.00495468455843232,0.00174857274990523,0.00254252282922604,0.0102100630566151,0.0100924522071466,0.00539570097287115,0.00421853325567832,0.00126154370814908,0.00180651516205127,0.0200901537196196,0.0188177287158938,0.000112936091646617,0.000164250167481585,4.81095764309005e-05,0.000129216450332183,0.000181326098077411,0.00034994580382278,0.0777851264405522,0.0575174026594558,0.00763602573454928,0.0194034761684395,0.356343983029378,0.332712162015162
"dance_data_1_corrected","mPO0",-0.939487577671499,-0.947484093957242,-0.089654315510286,0.217369790831828,0.159190649620002,0.0400518867871278,0.0726778786285322,0.0519831209129691,0.0470089641429603,0.0353572360144175,0.271754206697101,0.177085227694674,-1.05675828456879,-1.08256256580353,-0.217233777046204,0.0988887250423431,-0.250754326581955,-0.235531538724899,-0.49461817741394,-0.815279483795166,0.00599609315395355,0.280284225940704,0.848129332065582,0.568585276603699,0.00335064971974307,0.00365180432398758,0.000113937631736025,0.0191302796502771,0.00696716416245774,0.00564704388508451,0.00335064971974307,0.00436612992903883,0.0164156431239319,0.0123785241477223,0.0119858476123779,0.00852069288394725,0.00365180432398758,0.00355997096596882,0.0128162569660157,0.00955486303485643,0.000194991262160709,0.000123948379445298,0.000113937631736025,0.000164739944603091,0.000296704436218563,0.000457104188912601,0.0804941588587072,0.0579759932279051,0.0191302796502771,0.0170353999585716,0.0779027213553162,0.0507289019649446,0.00231941479438409,0.00198836792002283,0.000602270552603908,0.00109381904034851,0.00422448048843858,0.00359582777282114,0.00233287128019907,0.00183543915457556,0.000471792297578144,0.000702893923724281,0.00285442157368836,0.00236875385154317,9.5371222339205e-05,9.46491132804192e-05,1.05241132243829e-05,8.6297531669053e-05,0.00020534163513432,0.000115676953259362,0.0242980300690839,0.0196248600410345,0.00317134150134822,0.00617656763888937,0.0221974467900507,0.026908542643265
"dance_data_10_corrected","mBR0",-0.849820554652045,-0.890021895083178,-0.111868866900626,0.161440683273286,0.0293558221640047,0.0467549554789347,0.179244863063675,0.115942340341364,0.12985164658009,0.120359773702898,0.285104751268686,0.285552018165297,-1.1009019613266,-1.09936261177063,-0.356577396392822,-0.099639892578125,-0.459055423736572,-0.533459663391113,-0.280901968479156,-0.486827313899994,0.122777491807938,0.400753259658813,0.930804252624512,0.891995310783386,0.00836995080106627,0.00494141710553279,0.000479635204675725,0.0274470740119674,0.023635593644111,0.0224190420391898,0.00836995080106627,0.0115135495256163,0.0462356987126664,0.046545478200332,0.0185164635524079,0.0183448744961561,0.00494141710553279,0.00634885644130969,0.0268013375036909,0.0267430462384663,0.00154332468636043,0.000516362440914191,0.000479635204675725,0.00101351095972706,0.00278170520897736,0.00419003455630221,0.0998605248698568,0.0955575969274678,0.0274470740119674,0.0687148322624408,0.189354409712052,0.135853114464649,0.00666935747643475,0.00666424194452723,0.00227986033102839,0.00344554723564416,0.0127043116489113,0.0132925985589211,0.00454704854947432,0.00453942597634641,0.00132448639428616,0.00251272082085789,0.00860408312886094,0.0075281730383788,0.000413723324851974,0.000424421089742477,0.000183330788396541,0.000268344675089454,0.00138178837868672,0.000736878003055956,0.0438456469236759,0.0414172903695554,0.00732609037793271,0.034747359608385,0.11465101516434,0.0856624722545985
"dance_data_10_corrected","mHO0",-0.694408328132292,-0.756822793489009,0.064850388210168,0.354873420011285,0.257190919497701,0.264524167947537,0.121512799618595,0.0797339190678289,0.0296430424635701,0.0483827672969741,0.266307684358883,0.256268366173905,-0.852500796318054,-0.884856224060059,-0.0110471844673157,0.175768733024597,-0.194702178239822,-0.33453094959259,-0.276409685611725,-0.434778094291687,0.133564308285713,0.431260675191879,1.06347417831421,0.899780511856079,0.00660308263462653,0.00427030608374832,0.000471754553752319,0.0222674976853198,0.0208412617743835,0.018094123714418,0.00660308263462653,0.00976565372536265,0.0348314158213159,0.0314207518109078,0.0163396816257162,0.0141408662893653,0.00427030608374832,0.00485781368815061,0.022979932249722,0.0212363717075667,0.000949724308395736,0.000562919493404485,0.000471754553752319,0.00110868584334518,0.00274430055474237,0.00212589308620999,0.0861187084206568,0.0734055095250821,0.0222674976853198,0.0282276180312874,0.190786922578635,0.243000963239726,0.00610421884514526,0.00590732397233982,0.00180645553272714,0.00281364521231961,0.00971725153416534,0.00972590717071215,0.00426033631389077,0.00385583638356099,0.000993910158199497,0.00150480095243289,0.00701578538957382,0.00854125047463928,0.00025590835672596,0.000364962567030947,8.47538582010682e-05,0.000412996942012165,0.00108138618262528,0.000274956097138691,0.0430143725037956,0.0459455961446138,0.00831864313563044,0.0143488332867421,0.0803829859606999,0.11439765738362
